asv	sum.taxonomy	identificationRemarks
3526	asv.3526	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Littorinimorpha;f__Cassidae;g__Casmaria;s__Casmaria_ponderosa, confidences 1;0.97;0.2;0.2;0.19;0.18;0.18;0.18. No VSEARCH hits at 0.97 identity.
3527	asv.3527	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Gekkonidae;g__Lygodactylus;s__Lygodactylus_bradfieldi, confidences 1;1;0.81;0.32;0.32;0.1;0.01;0.01. No VSEARCH hits at 0.97 identity.
3528	asv.3528	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Gekkonidae;g__Crossobamon;s__Crossobamon_orientalis, confidences 1;0.94;0.86;0.36;0.36;0.13;0.09;0.09. No VSEARCH hits at 0.97 identity.
3529	asv.3529	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Chondrichthyes;o__Myliobatiformes;f__Hexatrygonidae;g__Hexatrygon;s__Hexatrygon_taiwanensis, confidences 1;0.95;0.85;0.06;0.05;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.
3530	asv.3530	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Littorinimorpha;f__Cassidae;g__Casmaria;s__Casmaria_ponderosa, confidences 1;0.89;0.17;0.17;0.15;0.13;0.13;0.13. No VSEARCH hits at 0.97 identity.
3531	asv.3531	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Chaetodontiformes;f__Leiognathidae;g__Gazza;s__Gazza_achlamys, confidences 1;0.89;0.72;0.24;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
3532	asv.3532	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Gekkonidae;g__Crossobamon;s__Crossobamon_orientalis, confidences 1;0.99;0.7;0.29;0.29;0.12;0.07;0.07. No VSEARCH hits at 0.97 identity.
3533	asv.3533	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Scincidae;g__Grandidierina;s__Grandidierina_fierinensis, confidences 1;0.97;0.85;0.18;0.18;0.12;0.04;0.04. No VSEARCH hits at 0.97 identity.
3534	asv.3534	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Sciuridae;g__Spermophilopsis;s__Spermophilopsis_leptodactylus, confidences 1;1;0.83;0.11;0.07;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.
3535	asv.3535	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Stylommatophora;f__Clausiliidae;g__Carinigera;s__Carinigera_schuetti, confidences 1;0.91;0.32;0.3;0.18;0.17;0.14;0.14. No VSEARCH hits at 0.97 identity.
3536	asv.3536	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Malacostraca;o__Decapoda;f__Rhynchocinetidae;g__Cinetorhynchus;s__Cinetorhynchus_erythrostictus, confidences 1;0.96;0.09;0.06;0.06;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
3537	asv.3537	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Labriformes;f__Labridae;g__Wetmorella;s__Wetmorella_nigropinnata, confidences 1;0.84;0.58;0.21;0.03;0.03;0.02;0.02. No VSEARCH hits at 0.97 identity.
3538	asv.3538	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Fungi;p__Ascomycota;c__Lichinomycetes;o__Lichinales;f__Lichinaceae;g__Lempholemma;s__Lempholemma_polyanthes, confidences 1;0.16;0.13;0.02;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
3539	asv.3539	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Hemiptera;f__Veliidae;g__Rhagovelia;s__Rhagovelia_amazonensis, confidences 1;0.95;0.26;0.1;0.05;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
3540	asv.3540	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Littorinimorpha;f__Vanikoridae;g__Caledoniella;s__Caledoniella_montrouzieri, confidences 1;0.88;0.14;0.13;0.08;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.
3541	asv.3541	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Scincidae;g__Trachylepis;s__Trachylepis_punctatissima, confidences 1;0.87;0.76;0.38;0.38;0.3;0.02;0.02. No VSEARCH hits at 0.97 identity.
3542	asv.3542	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Echinodermata;c__Asteroidea;o__Valvatida;f__Goniasteridae;g__Goniodiscaster;s__Goniodiscaster_scaber, confidences 1;0.89;0.05;0.05;0.05;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.
3543	asv.3543	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Malacostraca;o__Decapoda;f__Munidopsidae;g__Munidopsis;s__Munidopsis_erinacea, confidences 1;0.93;0.19;0.15;0.15;0.1;0.1;0.1. No VSEARCH hits at 0.97 identity.
3544	asv.3544	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Cnidaria;c__Hydrozoa;o__Siphonophorae;f__Agalmatidae;g__Nanomia;s__Nanomia_bijuga, confidences 1;0.94;0.05;0.04;0.04;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
3545	asv.3545	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Littorinimorpha;f__Clenchiellidae;g__Clenchiella;s__Clenchiella_iriomotensis, confidences 1;0.88;0.13;0.13;0.08;0.07;0.07;0.07. No VSEARCH hits at 0.97 identity.
3546	asv.3546	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Centrolenidae;g__Vitreorana;s__Vitreorana_antisthenesi, confidences 1;0.93;0.71;0.14;0.14;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
3547	asv.3547	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Gruiformes;f__Rallidae;g__Porzana;s__Porzana_carolina, confidences 1;0.99;0.81;0.14;0.03;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
3548	asv.3548	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Cantharellaceae;g__Cantharellus;s__Cantharellus_alboroseus, confidences 1;0.14;0.13;0.13;0.11;0.11;0.11;0.11. No VSEARCH hits at 0.97 identity.
3549	asv.3549	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Clupeidae;g__Sprattus;s__Sprattus_sprattus, confidences 1;0.83;0.63;0.36;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
3550	asv.3550	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Craugastoridae;g__Euparkerella;s__Euparkerella_brasiliensis, confidences 1;0.78;0.68;0.21;0.17;0.06;0.05;0.05. No VSEARCH hits at 0.97 identity.
3551	asv.3551	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Hemiptera;f__Mesoveliidae;g__Mesovelia;s__Mesovelia_furcata, confidences 1;0.95;0.11;0.09;0.03;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.
3552	asv.3552	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Abrocomidae;g__Cuscomys;s__Cuscomys_ashaninka, confidences 1;0.95;0.7;0.14;0.08;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.
3553	asv.3553	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Annelida;c__Polychaeta;o__Terebellida;f__Ampharetidae;g__Samytha;s__Samytha_californiensis, confidences 1;0.95;0.06;0.04;0.04;0.04;0.02;0.02. No VSEARCH hits at 0.97 identity.
3554	asv.3554	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Lophiiformes;f__Melanocetidae;g__Melanocetus;s__Melanocetus_johnsonii, confidences 1;0.95;0.82;0.23;0.08;0.08;0.08;0.06. No VSEARCH hits at 0.97 identity.
3555	asv.3555	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Rhinella;s__Rhinella_arborescandens, confidences 1;0.93;0.73;0.09;0.09;0.04;0.04;0.02. No VSEARCH hits at 0.97 identity.
3556	asv.3556	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Cerambycidae;g__Xylotrechus;s__Xylotrechus_pyrrhoderus, confidences 1;0.98;0.2;0.17;0.12;0.12;0.08;0.08. No VSEARCH hits at 0.97 identity.
3557	asv.3557	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Stylommatophora;f__Clausiliidae;g__Carinigera;s__Carinigera_schuetti, confidences 1;0.95;0.28;0.24;0.14;0.13;0.13;0.13. No VSEARCH hits at 0.97 identity.
3558	asv.3558	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Nemacheilidae;g__Triplophysa;s__Triplophysa_venusta, confidences 1;0.88;0.65;0.26;0.15;0.08;0.08;0.08. No VSEARCH hits at 0.97 identity.
3559	asv.3559	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Bivalvia;o__Pterioida;f__Isognomonidae;g__Isognomon;s__Isognomon_acutirostris, confidences 1;0.93;0.15;0.15;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
3560	asv.3560	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Fringillidae;g__Crithagra;s__Crithagra_concolor, confidences 1;0.97;0.85;0.25;0.18;0.16;0.16;0.16. No VSEARCH hits at 0.97 identity.
3561	asv.3561	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Clitocella;s__Clitocella_popinalis, confidences 1;0.02;0.01;0.01;0.01;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.
3562	asv.3562	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Chaetodontiformes;f__Chaetodontidae;g__Chaetodon;s__Chaetodon_speculum, confidences 1;0.96;0.56;0.24;0.01;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.
3563	asv.3563	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Anguilliformes;f__Muraenidae;g__Gymnothorax	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Anguilliformes;f__Muraenidae;g__Gymnothorax;s__Gymnothorax_flavimarginatus, confidences 1;1;1;0.97;0.97;0.97;0.96;0.55. No VSEARCH hits at 0.97 identity.
3564	asv.3564	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;o__Alcyonacea;f__Isididae;g__Notisis;s__Notisis_elongata, confidences 1;0.98;0.11;0.11;0.09;0.09;0.09;0.09. No VSEARCH hits at 0.97 identity.
3565	asv.3565	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Lophiiformes;f__Melanocetidae;g__Melanocetus;s__Melanocetus_murrayi, confidences 1;0.98;0.87;0.27;0.08;0.08;0.08;0.05. No VSEARCH hits at 0.97 identity.
3566	asv.3566	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Fungi;p__Ascomycota;c__Arthoniomycetes;o__Arthoniales;f__Arthoniaceae;g__Synarthonia;s__Synarthonia_pilosella, confidences 1;0.11;0.07;0.04;0.03;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.
3567	asv.3567	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__undef_Eukaryota;p__Euglenozoa;c__Kinetoplastea;o__Trypanosomatida;f__Trypanosomatidae;g__Trypanosoma;s__Trypanosoma_brucei, confidences 0.99;0.01;0.01;0.01;0.01;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.
3568	asv.3568	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Piciformes;f__Picidae;g__Jynx;s__Jynx_torquilla, confidences 1;0.87;0.7;0.09;0.05;0.05;0.04;0.04. No VSEARCH hits at 0.97 identity.
3569	asv.3569	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Galliformes;f__Odontophoridae;g__Callipepla;s__Callipepla_californica, confidences 1;0.95;0.85;0.17;0.06;0.02;0.01;0.01. No VSEARCH hits at 0.97 identity.
3570	asv.3570	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Xenocyprididae;g__Opsariichthys;s__Opsariichthys_bidens, confidences 1;0.85;0.62;0.28;0.07;0.03;0.02;0.02. No VSEARCH hits at 0.97 identity.
3571	asv.3571	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Nemacheilidae;g__Triplophysa;s__Triplophysa_venusta, confidences 0.99;0.94;0.64;0.36;0.14;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
3572	asv.3572	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__undef_Eukaryota;p__Euglenozoa;c__Kinetoplastea;o__Trypanosomatida;f__Trypanosomatidae;g__Trypanosoma;s__Trypanosoma_brucei, confidences 1;0.02;0.01;0.01;0.01;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.
3573	asv.3573	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Scincidae;g__Trachylepis;s__Trachylepis_punctatissima, confidences 1;0.93;0.78;0.23;0.23;0.12;0.03;0.03. No VSEARCH hits at 0.97 identity.
3574	asv.3574	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Blenniiformes;f__Blenniidae;g__Aspidontus;s__Aspidontus_taeniatus, confidences 1;0.89;0.85;0.43;0.05;0.05;0.02;0.02. No VSEARCH hits at 0.97 identity.
3575	asv.3575	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Fungi;p__Ascomycota;c__Arthoniomycetes;o__Arthoniales;f__Chrysotrichaceae;g__Chrysothrix;s__Chrysothrix_chrysophthalma, confidences 1;0.14;0.11;0.03;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
3576	asv.3576	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Homalopsidae;g__Cerberus;s__Cerberus_rynchops, confidences 1;0.97;0.82;0.15;0.15;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
3577	asv.3577	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Nemacheilidae;g__Triplophysa;s__Triplophysa_venusta, confidences 1;0.91;0.72;0.31;0.09;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.
3578	asv.3578	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Gekkonidae;g__Narudasia;s__Narudasia_festiva, confidences 1;0.89;0.76;0.33;0.33;0.07;0.02;0.02. No VSEARCH hits at 0.97 identity.
3579	asv.3579	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Clitocella;s__Clitocella_popinalis, confidences 1;0.06;0.02;0.02;0.02;0.02;0.01;0.01. No VSEARCH hits at 0.97 identity.
3580	asv.3580	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Stylommatophora;f__Achatinidae;g__Lissachatina;s__Lissachatina_fulica, confidences 1;0.94;0.19;0.17;0.08;0.07;0.07;0.07. No VSEARCH hits at 0.97 identity.
3581	asv.3581	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Stylommatophora;f__Bradybaenidae;g__Euhadra;s__Euhadra_scaevola, confidences 1;0.92;0.16;0.09;0.01;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.
3582	asv.3582	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Stylommatophora;f__Clausiliidae;g__Sericata;s__Sericata_bathyclista, confidences 1;0.94;0.14;0.09;0.06;0.06;0.04;0.04. No VSEARCH hits at 0.97 identity.
3583	asv.3583	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Pilosa;f__Bradypodidae;g__Bradypus;s__Bradypus_torquatus, confidences 1;0.93;0.73;0.05;0.04;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
3584	asv.3584	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Bivalvia;o__Nuculida;f__Nuculidae;g__Nucula;s__Nucula_sulcata, confidences 1;0.95;0.18;0.08;0.07;0.07;0.07;0.07. No VSEARCH hits at 0.97 identity.
3585	asv.3585	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Nemacheilidae;g__Triplophysa;s__Triplophysa_venusta, confidences 1;0.93;0.86;0.3;0.13;0.09;0.07;0.06. No VSEARCH hits at 0.97 identity.
3586	asv.3586	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Fringillidae;g__Crithagra;s__Crithagra_concolor, confidences 1;0.88;0.79;0.22;0.17;0.15;0.15;0.15. No VSEARCH hits at 0.97 identity.
3587	asv.3587	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Centrarchiformes	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Kyphosidae;g__Kyphosus;s__Kyphosus_cinerascens, confidences 1;1;1;1;0.88;0.78;0.76;0.61. No VSEARCH hits at 0.97 identity.
3588	asv.3588	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Cerambycidae;g__Xylotrechus;s__Xylotrechus_pyrrhoderus, confidences 1;0.91;0.2;0.11;0.03;0.03;0.01;0.01. No VSEARCH hits at 0.97 identity.
3589	asv.3589	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Nemacheilidae;g__Triplophysa;s__Triplophysa_venusta, confidences 1;0.96;0.75;0.33;0.1;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.
3590	asv.3590	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Stylommatophora;f__Pagodulinidae;g__Pagodulina;s__Pagodulina_pagodula, confidences 0.99;0.9;0.19;0.15;0.05;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.
3591	asv.3591	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Chondrichthyes;o__Carcharhiniformes;f__Carcharhinidae;g__Carcharhinus;s__Carcharhinus_longimanus, confidences 1;0.93;0.75;0.09;0.06;0.05;0.04;0. No VSEARCH hits at 0.97 identity.
3592	asv.3592	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Gloeocystidiellaceae;g__Laxitextum;s__Laxitextum_bicolor, confidences 1;0.07;0.02;0.02;0.01;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.
3593	asv.3593	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Hemiptera;f__Veliidae;g__Microvelia;s__Microvelia_paludicola, confidences 1;0.95;0.25;0.14;0.08;0.07;0.06;0.06. No VSEARCH hits at 0.97 identity.
3594	asv.3594	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Alsodidae;g__Eupsophus;s__Eupsophus_roseus, confidences 1;0.93;0.66;0.09;0.09;0;0;0. No VSEARCH hits at 0.97 identity.
3595	asv.3595	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Hemiphractidae;g__Gastrotheca;s__Gastrotheca_plumbea, confidences 1;0.99;0.81;0.25;0.25;0.09;0.09;0.08. No VSEARCH hits at 0.97 identity.
3596	asv.3596	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;o__Actiniaria;f__Sagartiidae;g__Sagartia;s__Sagartia_ornata, confidences 1;0.97;0.07;0.07;0.06;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.
3597	asv.3597	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Xenocyprididae;g__Hemiculter;s__Hemiculter_bleekeri, confidences 1;0.92;0.78;0.5;0.12;0.11;0.11;0.11. No VSEARCH hits at 0.97 identity.
3598	asv.3598	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Trochida;f__Trochidae;g__Pseudostomatella;s__Pseudostomatella_decolorata, confidences 1;0.95;0.41;0.41;0.33;0.33;0.23;0.23. No VSEARCH hits at 0.97 identity.
3599	asv.3599	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Peramelemorphia;f__Peroryctidae;g__Echymipera;s__Echymipera_kalubu, confidences 1;0.9;0.66;0.06;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
3600	asv.3600	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Chondrichthyes;o__Myliobatiformes;f__Hexatrygonidae;g__Hexatrygon;s__Hexatrygon_taiwanensis, confidences 1;0.87;0.75;0.12;0.11;0.11;0.11;0.11. No VSEARCH hits at 0.97 identity.
