asv	sum.taxonomy	identificationRemarks
220	asv.220	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Gerrhosauridae;g__Matobosaurus;s__Matobosaurus_validus, confidences 1;1;0.86;0.25;0.25;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
221	asv.221	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Albuliformes;f__Albulidae;g__Albula;s__Albula_glossodonta, confidences 1;0.84;0.67;0.39;0.22;0.22;0.22;0.22. No VSEARCH hits at 0.97 identity.
222	asv.222	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Scincidae;g__Ctenotus;s__Ctenotus_grandis, confidences 1;1;1;0.55;0.55;0.38;0.18;0.15. No VSEARCH hits at 0.97 identity.
223	asv.223	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Beloniformes;f__Hemiramphidae;g__Hyporhamphus;s__Hyporhamphus_limbatus, confidences 1;1;1;0.88;0.39;0.3;0.3;0.06. No VSEARCH hits at 0.97 identity.
224	asv.224	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Characiformes;f__Parodontidae;g__Apareiodon;s__Apareiodon_affinis, confidences 1;0.95;0.81;0.34;0.04;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
225	asv.225	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Pomacanthidae;g__Chaetodontoplus;s__Chaetodontoplus_poliourus, confidences 1;0.99;0.86;0.44;0.06;0.04;0.03;0.03. No VSEARCH hits at 0.97 identity.
226	asv.226	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Scincidae;g__Lygisaurus;s__Lygisaurus_novaeguineae, confidences 1;0.96;0.88;0.2;0.2;0.06;0.05;0.05. No VSEARCH hits at 0.97 identity.
227	asv.227	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Blenniiformes;f__Blenniidae;g__Salarias;s__Salarias_fasciatus, confidences 1;1;0.98;0.77;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
228	asv.228	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Acanthuriformes;f__Acanthuridae;g__Acanthurus;s__Acanthurus_leucosternon, confidences 1;1;1;0.88;0.38;0.36;0.36;0.09. No VSEARCH hits at 0.97 identity.
229	asv.229	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__undef_Chordata;o__Coelacanthiformes;f__Coelacanthidae;g__Latimeria;s__Latimeria_menadoensis, confidences 1;0.98;0.89;0.04;0.04;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
230	asv.230	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Stylommatophora;f__Bradybaenidae;g__Mandarina;s__Mandarina_hirasei, confidences 1;0.99;0.09;0.05;0.04;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
231	asv.231	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Anguilliformes;f__Muraenidae;g__Anarchias;s__Anarchias_sp._Ansp, confidences 1;0.93;0.86;0.52;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
232	asv.232	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Stylommatophora;f__Bradybaenidae;g__Mandarina;s__Mandarina_hirasei, confidences 1;0.99;0.1;0.06;0.04;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
233	asv.233	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Serranidae;g__Cephalopholis;s__Cephalopholis_urodeta, confidences 1;1;1;0.83;0.41;0.38;0.21;0.08. No VSEARCH hits at 0.97 identity.
234	asv.234	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Osteoglossiformes;f__Notopteridae;g__Chitala;s__Chitala_blanci, confidences 1;0.97;0.8;0.37;0.04;0.02;0.01;0.01. No VSEARCH hits at 0.97 identity.
235	asv.235	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Stylommatophora;f__Bradybaenidae;g__Mandarina;s__Mandarina_hirasei, confidences 1;0.98;0.1;0.05;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
236	asv.236	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Phthiraptera;f__Bovicoliidae;g__Bovicola;s__Bovicola_caprae, confidences 1;0.89;0.14;0.14;0.1;0.1;0.1;0.1. No VSEARCH hits at 0.97 identity.
237	asv.237	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Echinodermata;c__Echinoidea;o__Camarodonta;f__Strongylocentrotidae;g__Hemicentrotus;s__Hemicentrotus_pulcherrimus, confidences 1;0.98;0.09;0.08;0.08;0.08;0.08;0.08. No VSEARCH hits at 0.97 identity.
238	asv.238	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Carangiformes;f__Carangidae;g__Alepes;s__Alepes_kleinii, confidences 1;0.96;0.82;0.58;0.08;0.03;0.01;0.01. No VSEARCH hits at 0.97 identity.
239	asv.239	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Tetraodontiformes;f__Tetraodontidae;g__Lagocephalus;s__Lagocephalus_wheeleri, confidences 1;1;0.99;0.69;0.17;0.04;0.04;0. No VSEARCH hits at 0.97 identity.
240	asv.240	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cichliformes;f__Cichlidae;g__Herichthys;s__Herichthys_cyanoguttatus, confidences 1;1;1;0.61;0.04;0.04;0.02;0.02. No VSEARCH hits at 0.97 identity.
241	asv.241	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Stylommatophora;f__Bradybaenidae;g__Mandarina;s__Mandarina_hirasei, confidences 1;0.99;0.09;0.08;0.05;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.
242	asv.242	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Scincidae;g__Lygisaurus;s__Lygisaurus_novaeguineae, confidences 1;1;0.88;0.11;0.11;0.08;0.07;0.07. No VSEARCH hits at 0.97 identity.
243	asv.243	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Hyperoartia;o__Petromyzontiformes;f__Petromyzontidae;g__Petromyzon;s__Petromyzon_marinus, confidences 1;0.98;0.87;0.01;0.01;0.01;0;0. No VSEARCH hits at 0.97 identity.
244	asv.244	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Anabantiformes;f__Channidae;g__Channa;s__Channa_marulius, confidences 1;0.92;0.73;0.41;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
245	asv.245	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Pomacanthidae;g__Chaetodontoplus;s__Chaetodontoplus_poliourus, confidences 1;0.99;0.85;0.4;0.07;0.04;0.03;0.03. No VSEARCH hits at 0.97 identity.
246	asv.246	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Pomacentridae;g__Stegastes;s__Stegastes_rectifraenum, confidences 1;1;1;0.94;0.25;0.21;0.19;0.12. No VSEARCH hits at 0.97 identity.
247	asv.247	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Pomacentridae;g__Chrysiptera;s__Chrysiptera_brownriggii, confidences 1;1;0.99;0.55;0.17;0.14;0.12;0.12. No VSEARCH hits at 0.97 identity.
248	asv.248	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Osteoglossiformes;f__Mormyridae;g__Marcusenius;s__Marcusenius_senegalensis, confidences 1;0.99;0.96;0.25;0.1;0.07;0.03;0.02. No VSEARCH hits at 0.97 identity.
249	asv.249	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cyprinodontiformes;f__Cyprinodontidae;g__Cyprinodon;s__Cyprinodon_tularosa, confidences 1;1;0.88;0.41;0.15;0.14;0.14;0.04. No VSEARCH hits at 0.97 identity.
250	asv.250	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__undef_Eukaryota;p__Ciliophora;c__Spirotrichea;o__Euplotida;f__Euplotidae;g__Moneuplotes;s__Moneuplotes_crassus, confidences 1;0.01;0.01;0.01;0.01;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.
251	asv.251	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Pan;s__Pan_troglodytes, confidences 1;1;0.96;0.71;0.54;0.47;0.17;0.17. No VSEARCH hits at 0.97 identity.
252	asv.252	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Holocentriformes;f__Holocentridae;g__Myripristis;s__Myripristis_berndti, confidences 1;1;1;0.89;0.31;0.31;0.16;0.08. No VSEARCH hits at 0.97 identity.
253	asv.253	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Labriformes;f__Labridae;g__Pteragogus;s__Pteragogus_cryptus, confidences 1;1;0.98;0.67;0.14;0.14;0.04;0.04. No VSEARCH hits at 0.97 identity.
254	asv.254	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Bivalvia;o__Ostreida;f__Gryphaeidae;g__Neopycnodonte;s__Neopycnodonte_cochlear, confidences 1;0.88;0.08;0.04;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
255	asv.255	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Callanthiidae;g__Callanthias;s__Callanthias_japonicus, confidences 1;1;0.99;0.68;0.12;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.
256	asv.256	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Clupeidae;g__Microthrissa;s__Microthrissa_royauxi, confidences 1;0.82;0.74;0.47;0.13;0.13;0.13;0.13. No VSEARCH hits at 0.97 identity.
257	asv.257	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Chondrichthyes;o__Rajiformes;f__Rajidae;g__Amblyraja;s__Amblyraja_georgiana, confidences 0.99;0.96;0.63;0.05;0.04;0.04;0.02;0.02. No VSEARCH hits at 0.97 identity.
258	asv.258	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Pomacentridae;g__Abudefduf;s__Abudefduf_bengalensis, confidences 1;1;1;0.94;0.68;0.68;0.5;0.38. No VSEARCH hits at 0.97 identity.
259	asv.259	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Moronidae;g__Dicentrarchus;s__Dicentrarchus_labrax, confidences 1;0.93;0.83;0.43;0.05;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
260	asv.260	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Nototheniidae;g__Pagothenia;s__Pagothenia_borchgrevinki, confidences 1;0.98;0.87;0.71;0.11;0.07;0.07;0.07. No VSEARCH hits at 0.97 identity.
261	asv.261	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Acanthuriformes;f__Acanthuridae;g__Acanthurus;s__Acanthurus_leucosternon, confidences 1;1;1;0.81;0.33;0.32;0.32;0.15. No VSEARCH hits at 0.97 identity.
262	asv.262	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Acanthuriformes;f__Acanthuridae;g__Acanthurus;s__Acanthurus_leucosternon, confidences 1;1;0.99;0.9;0.29;0.27;0.2;0.18. No VSEARCH hits at 0.97 identity.
263	asv.263	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Bivalvia;o__Limoida;f__Limidae;g__Lima;s__Lima_zealandica, confidences 1;0.96;0.08;0.06;0.05;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.
264	asv.264	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Labriformes;f__Labridae;g__Sparisoma;s__Sparisoma_axillare, confidences 1;1;0.92;0.83;0.53;0.53;0.41;0.41. No VSEARCH hits at 0.97 identity.
265	asv.265	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Bovidae;g__Gazella;s__Gazella_subgutturosa, confidences 1;0.98;0.94;0.11;0.04;0.04;0.03;0.02. No VSEARCH hits at 0.97 identity.
266	asv.266	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Pomacentridae;g__Stegastes;s__Stegastes_rectifraenum, confidences 1;1;1;0.94;0.25;0.22;0.19;0.13. No VSEARCH hits at 0.97 identity.
267	asv.267	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Xenocyprididae;g__Hypophthalmichthys;s__Hypophthalmichthys_molitrix, confidences 1;0.96;0.83;0.35;0.11;0.06;0.05;0.05. No VSEARCH hits at 0.97 identity.
268	asv.268	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Chuanchia;s__Chuanchia_labiosa, confidences 1;0.99;0.87;0.71;0.34;0.21;0;0. No VSEARCH hits at 0.97 identity.
269	asv.269	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Pomacentridae;g__Stegastes;s__Stegastes_imbricatus, confidences 1;0.99;0.96;0.73;0.29;0.27;0.27;0.23. No VSEARCH hits at 0.97 identity.
270	asv.270	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Diprotodontia;f__Macropodidae;g__Notamacropus;s__Notamacropus_parryi, confidences 1;0.99;0.82;0.1;0.04;0.04;0.04;0. No VSEARCH hits at 0.97 identity.
271	asv.271	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Lophiiformes;f__Antennariidae;g__Antennarius;s__Antennarius_striatus, confidences 1;0.92;0.79;0.38;0.04;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
272	asv.272	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Serranidae;g__Cephalopholis;s__Cephalopholis_sonnerati, confidences 1;1;1;0.94;0.72;0.71;0.63;0.36. No VSEARCH hits at 0.97 identity.
273	asv.273	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Stylommatophora;f__Bradybaenidae;g__Mandarina;s__Mandarina_hirasei, confidences 1;0.98;0.1;0.06;0.04;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
274	asv.274	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Littorinimorpha;f__Barleeiidae;g__Amphithalamus;s__Amphithalamus_fulcira, confidences 1;0.94;0.08;0.08;0.04;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.
275	asv.275	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Bivalvia;o__Limoida;f__Limidae;g__Lima;s__Lima_zealandica, confidences 1;0.99;0.34;0.28;0.15;0.15;0.15;0.15. No VSEARCH hits at 0.97 identity.
276	asv.276	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Gadiformes;f__Macrouridae;g__Coelorinchus;s__Coelorinchus_anatirostris, confidences 1;0.97;0.82;0.41;0.06;0.06;0.03;0.03. No VSEARCH hits at 0.97 identity.
277	asv.277	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Pomacentridae;g__Abudefduf;s__Abudefduf_bengalensis, confidences 1;1;1;0.95;0.62;0.61;0.56;0.45. No VSEARCH hits at 0.97 identity.
278	asv.278	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Paralichthyidae;g__Paralichthys;s__Paralichthys_lethostigma, confidences 1;1;0.99;0.66;0.06;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
279	asv.279	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Gekkonidae;g__Ptenopus;s__Ptenopus_carpi, confidences 1;0.98;0.85;0.14;0.14;0.04;0;0. No VSEARCH hits at 0.97 identity.
280	asv.280	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Sciuridae;g__Sciurotamias;s__Sciurotamias_davidianus, confidences 1;0.97;0.88;0.59;0.3;0.19;0.03;0.03. No VSEARCH hits at 0.97 identity.
